case_identifier,case_title,document_title,document_type,party,argument_summary,legal_basis,key_keywords,court_followed,tribunal_reasoning
IDS-694,WCV and Channel Crossings v. Czech Republic,Final Award,Award (Final),Respondent,Respondent argued that the Czech Republic did not act arbitrarily and unreasonably.,,"['arbitrariness', 'unreasonableness', 'Decrees', 'Constitutional Court']",Yes,The Tribunal found that there was no arbitrariness in either the manner municipalities have issued Decrees to regulate the Gaming Devices or the 2011 and 2013 Decisions.
IDS-694,WCV and Channel Crossings v. Czech Republic,Final Award,Award (Final),Respondent,Respondent argued that Claimants could not have had any legitimate expectations when they invested in the Czech Republic.,,"['legitimate expectations', 'specific assurances', 'due diligence']",Yes,The Tribunal found that the legal opinions did not constitute representations or specific assurances made by the State and could not bind the Czech Republic. The Tribunal also found that the 2007 Master Permit did not confer any specific assurances to Synot TIP as to its renewability.
IDS-694,WCV and Channel Crossings v. Czech Republic,Final Award,Award (Final),Respondent,Respondent argued that Claimants failed to demonstrate that they had any acquired rights.,,"['acquired rights', '2007 Master Permit', 'Section 43(1) of the Lotteries Act']",Partial/Deferred,"The Tribunal found that the 2007 Master Permit, as amended, constituted a valid title of acquisition, which, in accordance with Czech law, created acquired rights in favor of Claimants. However, the Tribunal also concluded that, as a consequence of the *de facto* transitional regime, the Claimants were not exposed to the negative consequence deriving from the breach – leading the Tribunal to dismiss Claimants' claim for violation of their acquired rights."
IDS-694,WCV and Channel Crossings v. Czech Republic,Final Award,Award (Final),Respondent,Respondent argued that the 2011 and 2013 Decisions and attendant measures were consistent with the FPS standard.,,"['FPS', 'physical integrity', 'legal security']",Yes,"The Tribunal found that the issuance of Decrees was regulated in a manner that did not seem arbitrary or discriminatory, and the claim for breach of FPS was also dismissed."
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Respondent,The Respondent argues that the Tribunal lacks jurisdiction because the claims do not fall under the specific articles of the BIT that the Respondent consented to arbitrate.,"BIT Art. 8(1), Nagel v Czech Republic","['jurisdiction', 'BIT', 'arbitration clause', 'treaty interpretation', 'Nagel v Czech Republic']",Yes,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Claimant,"The Claimant argues that Article 2(3) of the BIT serves as a 'gate' to all standards of protection, including FET, therefore the Tribunal has jurisdiction.","BIT Art. 2(3), RosInvest v. The Russian Federation","['FET', 'BIT', 'treaty interpretation', 'jurisdiction', 'MFN clause']",Partial/Deferred,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Claimant,The Claimant argues that the MFN clause in the BIT allows it to invoke a more favorable dispute resolution provision from another treaty.,"BIT Art. 3(2), RosInvest v. The Russian Federation","['MFN clause', 'dispute resolution', 'treaty interpretation', 'jurisdiction']",Partial/Deferred,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Respondent,"The Respondent argues that the Claimant did not make an investment in the Czech Republic, as defined by the BIT, specifically regarding intellectual property, technical processes, and know-how.",BIT Art. 1(a),"['investment', 'BIT', 'intellectual property', 'know-how', 'jurisdiction']",No,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Claimant,"The Claimant argues that its know-how, including documentation and methods, constitutes an investment under the BIT.",BIT Art. 1(a),"['know-how', 'investment', 'BIT', 'jurisdiction']",No,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Claimant,"The Claimant argues that it also invested in technical equipment, a rental contract, a car, and contracts for phones, phone numbers, and other assets, and goodwill in the Czech Republic.",BIT Art. 1(a),"['investment', 'BIT', 'jurisdiction', 'goodwill']",No,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Respondent,The Respondent argues that the Claimant is not a foreign investor because it is controlled and owned by a Czech national and does not serve any commercial purpose in the UK.,BIT Art. 1(c)(ii)(bb),"['foreign investor', 'BIT', 'corporate veil', 'jurisdiction']",Yes,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Claimant,The Claimant argues that it is a protected investor under the BIT because it is registered in the United Kingdom.,Yukos v. Russia,"['foreign investor', 'BIT', 'jurisdiction', 'Yukos v. Russia']",Yes,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Respondent,"The Respondent argues that EU law has superseded the BIT, thus precluding the Claimant from invoking the BIT's standards and dispute resolution clause.","VCLT Art. 59, TFEU Art. 63, TFEU Art. 18","['EU law', 'BIT', 'supremacy', 'VCLT', 'jurisdiction']",Yes,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Claimant,The Claimant argues that the jurisdictional defense that the BIT is superseded by EU law is outdated and refers to previous awards dismissing identical objections.,"Eastern Sugar v. The Czech Republic, Binder v. The Czech Republic","['EU law', 'BIT', 'jurisdiction', 'Eastern Sugar v. The Czech Republic', 'Binder v. The Czech Republic']",Yes,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Respondent,"The Respondent requests bifurcation of the jurisdictional objections because they are serious, could dispose of the case, and can be resolved without assessing the merits.",UNCITRAL Rules Art. 21(4),"['bifurcation', 'jurisdiction', 'merits', 'UNCITRAL Rules']",Partial/Deferred,
IDS-578,A11Y v. Czech Republic,Decision on Bifurcation,Bifurcation,Claimant,"The Claimant requests that the Tribunal dismiss the Respondent’s request for bifurcation because the objections are meritless, would not reduce costs, and the issues of jurisdiction and merits are intertwined.",UNCITRAL Rules Art. 21(4),"['bifurcation', 'jurisdiction', 'merits', 'UNCITRAL Rules']",Partial/Deferred,
IDS-578,A11Y v. Czech Republic,Decision on Jurisdiction,Jurisdiction,Respondent,"The Respondent argued that the Tribunal lacked jurisdiction over claims under Articles 2(2) and 3 of the Treaty because Article 8(1) only allows arbitration for disputes under Articles 2(3), 4, 5, and 6.",BIT Art. 8(1),"['Article 8(1)', 'Treaty interpretation', 'jurisdiction', 'scope of application']",Yes,"The Tribunal agreed, based on the plain and ordinary meaning of Article 8(1), that it only had jurisdiction over claims under Articles 2(3), 4, 5, and 6.  Claims under 2(2) and 3 were outside the scope."
IDS-578,A11Y v. Czech Republic,Decision on Jurisdiction,Jurisdiction,Claimant,"The Claimant argued that Article 2(3) serves as a 'gate' to all standards of protection in the BIT, thus providing jurisdiction over all claims.",BIT Art. 2(3),"['Article 2(3)', 'umbrella clause', 'treaty interpretation', 'jurisdiction']",No,"The Tribunal disagreed, stating that the obligation to observe the provisions of the Treaty in Article 2(3) is required by the combination of the floor provision and the umbrella clause. The Tribunal found that the last 8 words in Article 2(3), ""as well as the provisions of this Agreement"", do not import into the Treaty the obligation of the Respondent to observe all standards of protection in the Treaty, including Articles 2(2), and 3."
IDS-578,A11Y v. Czech Republic,Decision on Jurisdiction,Jurisdiction,Respondent,The Respondent argued that the MFN clause could not be used to expand the scope of the arbitration clause in Article 8(1) to include claims under Articles 2(2) and 3.,"BIT Art. 3, *Austrian Airline v Slovakia*, *EURAM v Slovakia*","['MFN clause', 'dispute resolution', 'treaty interpretation', 'jurisdiction']",Yes,"The Tribunal agreed, citing jurisprudence that an MFN clause cannot create a right to arbitrate where none exists in the basic treaty. The Tribunal found that the consent to arbitrate in Article 8(1) was limited and could not be expanded by the MFN clause."
IDS-578,A11Y v. Czech Republic,Decision on Jurisdiction,Jurisdiction,Claimant,The Claimant argued that the MFN clause in Article 3 should be applied to the dispute resolution provision in the Netherlands-Czech BIT to expand the scope of the arbitration clause.,"BIT Art. 3, Case law citing *National Grid plc v. The Argentine Republic*, *Suez, Sociedad General de Aguas de Barcelona S.A., and InterAguas Servicios Integrales del Agua S.A. v. The Argentine Republic*, *Suez, Sociedad General de Aguas de Barcelona S.A., and Vivendi Universal S.A. v. The Argentine Republic*, *Hochtief AG v. The Argentine Republic*, *Gas Natural SDG, S.A. v. The Argentine Republic*, *Garanti Koza LLP v. Turkmenistan*","['MFN clause', 'dispute resolution', 'treaty interpretation', 'jurisdiction']",No,"The Tribunal disagreed, finding that the MFN clause could not expand the scope of Article 8(1) of the Treaty."
IDS-578,A11Y v. Czech Republic,Decision on Jurisdiction,Jurisdiction,Respondent,The Respondent argued that the Claimant was not a foreign investor because it was a shell corporation controlled by a Czech national.,"BIT Art. 1(c)(ii)(bb), Customary international law on diplomatic protection","['foreign investor', 'incorporation test', 'corporate veil', 'nationality planning']",No,The Tribunal found that the Claimant met the formal incorporation test under Article 1(c)(ii)(bb) of the Treaty and therefore was a foreign investor.
IDS-578,A11Y v. Czech Republic,Decision on Jurisdiction,Jurisdiction,Claimant,The Claimant argued that it met the definition of 'investor' under the Treaty because it was incorporated in the UK.,"BIT Art. 1(c)(ii)(bb), *Yukos v. Russia*, *Saluka v Czech Republic*","['foreign investor', 'incorporation test', 'treaty interpretation']",Yes,"The Tribunal agreed, stating that the ordinary meaning of Article 1(c)(ii)(bb) clearly sets an incorporation test. The Tribunal adopted the reasoning in *Saluka v Czech Republic*."
IDS-578,A11Y v. Czech Republic,Decision on Jurisdiction,Jurisdiction,Respondent,"The Respondent argued that the Claimant's incorporation in the UK was in bad faith, as the dispute was foreseeable at the time.",Case law on nationality planning,"['bad faith', 'nationality planning', 'foreseeability']",No,"The Tribunal rejected this argument, finding that the timing of the Claimant’s incorporation could not have been done in bad faith since, on the Respondent’s own case, there was no preexisting or foreseeable dispute between the Parties in 2012."
IDS-578,A11Y v. Czech Republic,Decision on Jurisdiction,Jurisdiction,Respondent,The Respondent argued that the Tribunal lacked jurisdiction because the Claimant failed to adhere to the four-month cooling-off period required by Article 8(1).,"BIT Art. 8(1), *Murphy Exploration v Ecuador*","['cooling-off period', 'Article 8(1)', 'jurisdictional requirement']",No,"The Tribunal found that the Claimant had complied with the cooling-off period, as the Respondent was aware of the dispute, the facts, and the legal basis, and the parties had met in an attempt to resolve the dispute amicably."
